PacName,RegionName,FieldName,WellName,WellType,RigName,RigType,WaterDepth,Year,ReportType,DocumentName,DocumentDate,SubmittedAt,SubmittedBy,AfeCost,AfeDays,SpudDate,WellStartDateTime,WellEndDateTime,FinalCost,FinalDays,WellNptPercentageWow,WellNptPercentage,CompletionCostPlan,CompletionCostActual,DrillingPlanWcpf,DrillingActualWcpf
ROC OIL,SK,J4,J4-A06ST1,APPRAISAL CUM DEV/DEVELOPMENT,PERISAI PACIFIC 101,SEMI-SUB,53.34,2018,FWR,,2018-07-02 00:00:00.000 +0000,2025-05-22 18:49:28.724 +0000,system,13190000,31.14,2018-02-17 00:00:00.000 +0000,2017-11-22 14:30:00.000 +0000,2018-05-01 00:00:00.000 +0000,13037497.49,51.23,2.85,2.36,,,,
PCSB,SK,KAMOMIL EXP,KAMOMIL-1,EXPLORATION/APPRAISAL,DEEPWATER NAUTILUS,Semi-Submersible,101.9999973,2020,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,15819249.8,34.57,2020-10-23 04:00:00.000 +0800,2020-10-20 12:00:00.000 +0800,2020-11-21 08:00:00.000 +0800,14018641.74,30.70833397,6.307490147,3.256445049,,,,
PCSB,SK,KAMOMIL EXP,KAMOMIL-1,EXPLORATION/APPRAISAL,DEEPWATER NAUTILUS,Semi-Submersible,101.9999973,2020,FWR,,,2024-12-14 03:18:18.370 +0000,aem,15819249.8,34.57,2020-10-23 04:00:00.000 +0800,2020-10-20 12:00:00.000 +0800,2020-11-21 08:00:00.000 +0800,14018641.74,30.70833397,6.307490147,3.256445049,,,,
SHELL,SK,KCP-1 EXPL,KCP-1,EXPLORATION/APPRAISAL,NAGA 4,,84.61233303,2023,NOOP,,,2024-12-14 03:18:18.366 +0000,aem,15528964.31,44.04,2023-01-15 08:00:00.000 +0800,2023-01-12 11:45:00.000 +0800,2023-03-13 02:45:00.000 +0800,17010026.16,52.55208206,45.40531097,38.05748266,,,,
SHELL,SK,KCP-1 EXPL,KCP-1,EXPLORATION/APPRAISAL,NAGA 4,,84.61233303,2023,FWR,,,2024-12-14 03:18:18.366 +0000,aem,15528964.31,44.04,2023-01-15 08:00:00.000 +0800,2023-01-12 11:45:00.000 +0800,2023-03-13 02:45:00.000 +0800,17010026.16,52.55208206,45.40531097,38.05748266,,,,
PTTEP,SK,KECAPI EXP,KECAPI-1,EXPLORATION/APPRAISAL,NAGA - 5,JACK-UP,26.39872819,2022,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,8014727.01,26.5,2022-10-03 21:00:00.000 +0800,2022-09-28 03:30:00.000 +0800,2022-10-25 01:15:00.000 +0800,6749799.895,22.28125,21.45623548,5.189340813,,,,
PTTEP,SK,KECAPI EXP,KECAPI-1,EXPLORATION/APPRAISAL,NAGA - 5,JACK-UP,26.39872819,2022,FWR,,,2024-12-14 03:18:18.370 +0000,aem,8014727.01,26.5,2022-10-03 21:00:00.000 +0800,2022-09-28 03:30:00.000 +0800,2022-10-25 01:15:00.000 +0800,6749799.895,22.28125,21.45623548,5.189340813,,,,
PCSB,SK,KERDAS-1,KERDAS-1,EXPLORATION/APPRAISAL,NAGA-3,JACK UP,62.49999902,2024,NOOP,,,2024-12-14 03:18:18.383 +0000,aem,34415879.09,68.3,2024-04-20 22:30:00.000 +0800,2024-04-13 19:00:00.000 +0800,2024-06-03 01:00:00.000 +0800,21126290.26,50.25,2.777777778,2.777777778,,,,
PCSB,SK,KERDAS-1,KERDAS-1,EXPLORATION/APPRAISAL,NAGA-3,JACK UP,62.49999902,2024,FWR,,,2024-12-14 03:18:18.383 +0000,aem,34415879.09,68.3,2024-04-20 22:30:00.000 +0800,2024-04-13 19:00:00.000 +0800,2024-06-03 01:00:00.000 +0800,21126290.26,50.25,2.777777778,2.777777778,,,,
REPSOL,SB,KINABALU D DEV,KNDW-D15,APPRAISAL CUM DEV/DEVELOPMENT,PVD III,JACK-UP,54.2544,2020,NOOP,,,2024-12-14 03:18:18.383 +0000,aem,7370385,19.39,2020-01-07 03:00:00.000 +0800,2020-01-06 08:00:00.000 +0800,2020-01-19 13:30:00.000 +0800,4288641.96,13.22916698,2.834645669,2.834645669,,,,
REPSOL,SB,KINABALU D DEV,KNDW-D15,APPRAISAL CUM DEV/DEVELOPMENT,PVD III,JACK-UP,54.2544,2020,FWR,,,2024-12-14 03:18:18.383 +0000,aem,7370385,19.39,2020-01-07 03:00:00.000 +0800,2020-01-06 08:00:00.000 +0800,2020-01-19 13:30:00.000 +0800,4288641.96,13.22916698,2.834645669,2.834645669,,,,
REPSOL,SB,KINABALU D DEV,KNDW-D10,APPRAISAL CUM DEV/DEVELOPMENT,PVD III,JACK-UP,54.2544,2020,NOOP,,,2024-12-14 03:18:18.383 +0000,aem,13019618,38.29,2019-12-12 15:45:00.000 +0800,2019-12-11 11:45:00.000 +0800,2020-01-30 13:00:00.000 +0800,9147225.93,36.82291794,0.339462518,0.339462518,,,,
REPSOL,SB,KINABALU D DEV,KNDW-D10,APPRAISAL CUM DEV/DEVELOPMENT,PVD III,JACK-UP,54.2544,2020,FWR,,,2024-12-14 03:18:18.383 +0000,aem,13019618,38.29,2019-12-12 15:45:00.000 +0800,2019-12-11 11:45:00.000 +0800,2020-01-30 13:00:00.000 +0800,9147225.93,36.82291794,0.339462518,0.339462518,,,,
PTTEP,SK,LANG LEBAH EXP,LANG LEBAH - 2,EXPLORATION/APPRAISAL,SAGA,Super B Class,88.59926177,2021,NOOP,,,2024-12-14 03:18:18.390 +0000,aem,50712522.44,97.1,2020-09-27 21:00:00.000 +0800,2020-09-27 16:00:00.000 +0800,2021-01-26 23:45:00.000 +0800,50380557.01,113.5,14.41572937,14.40103049,,,,
PTTEP,SK,LANG LEBAH EXP,LANG LEBAH - 2,EXPLORATION/APPRAISAL,SAGA,Super B Class,88.59926177,2021,FWR,,,2024-12-14 03:18:18.390 +0000,aem,50712522.44,97.1,2020-09-27 21:00:00.000 +0800,2020-09-27 16:00:00.000 +0800,2021-01-26 23:45:00.000 +0800,50380557.01,113.5,14.41572937,14.40103049,,,,
VESTIGO,PM,LARUT-A26 DEV,LARUT-A26,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA BERANI,PLATFORM TENDER-ASSISTED SEMI-SUB TYPE VESSEL,60.00292819,2023,NOOP,,,2024-12-14 03:18:18.383 +0000,aem,6561621.7,14.29,2023-08-25 03:00:00.000 +0800,2023-08-25 03:00:00.000 +0800,2023-09-07 13:00:00.000 +0800,4668369,13.41666698,7.99689441,7.99689441,,,,
VESTIGO,PM,LARUT-A26 DEV,LARUT-A26,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA BERANI,PLATFORM TENDER-ASSISTED SEMI-SUB TYPE VESSEL,60.00292819,2023,FWR,,,2024-12-14 03:18:18.383 +0000,aem,6561621.7,14.29,2023-08-25 03:00:00.000 +0800,2023-08-25 03:00:00.000 +0800,2023-09-07 13:00:00.000 +0800,4668369,13.41666698,7.99689441,7.99689441,,,,
NOEX,SK,LAYANG,LAYANG-2,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA BERANI,TENDER ASSISTED DRILLING RIG (TADR),87,2017,NOOP,,2016-06-09 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,23294644,46.81,2016-08-04 00:00:00.000 +0000,2016-08-04 00:00:00.000 +0000,2017-01-07 12:00:00.000 +0000,25292683,83.41,0.46,0.46,,,,
NOEX,SK,LAYANG,LAYANG-2,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA BERANI,TENDER ASSISTED DRILLING RIG (TADR),87,2017,FWR,,2017-03-09 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,23294644,46.81,2016-08-04 00:00:00.000 +0000,2016-08-04 00:00:00.000 +0000,2017-01-07 12:00:00.000 +0000,25292683,83.41,0.46,0.46,,,,
PCSB,SK,M1-A111 DEV,M1-A111,APPRAISAL CUM DEV/DEVELOPMENT,GALVESTON KEY,PLATFORM TENDER-ASSISTED SEMI-SUB TYPE VESSEL,138.0741582,2023,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,5061982.042,0,2023-09-11 08:00:00.000 +0800,2023-10-08 08:00:00.000 +0800,2023-12-15 08:00:00.000 +0800,2760695.16,12.94791698,4.166666667,1.93081255,,,,
PCSB,SK,M1-A111 DEV,M1-A111,APPRAISAL CUM DEV/DEVELOPMENT,GALVESTON KEY,PLATFORM TENDER-ASSISTED SEMI-SUB TYPE VESSEL,138.0741582,2023,FWR,,,2024-12-14 03:18:18.370 +0000,aem,5061982.042,0,2023-09-11 08:00:00.000 +0800,2023-10-08 08:00:00.000 +0800,2023-12-15 08:00:00.000 +0800,2760695.16,12.94791698,4.166666667,1.93081255,,,,
PCSB,SK,MACHINCANG-1 EXP,MACHINCANG-1,EXPLORATION/APPRAISAL,HAKURYU-5,Semi-Submersible,117.9000035,2023,NOOP,,,2024-12-14 03:18:18.383 +0000,aem,21056848.72,0,2023-02-10 08:00:00.000 +0800,2023-02-05 02:00:00.000 +0800,2023-04-05 06:45:00.000 +0800,19585915.64,45.59499359,6.846042415,0.93580522,,,,
PCSB,SK,MACHINCANG-1 EXP,MACHINCANG-1,EXPLORATION/APPRAISAL,HAKURYU-5,Semi-Submersible,117.9000035,2023,FWR,,,2024-12-14 03:18:18.383 +0000,aem,21056848.72,0,2023-02-10 08:00:00.000 +0800,2023-02-05 02:00:00.000 +0800,2023-04-05 06:45:00.000 +0800,19585915.64,45.59499359,6.846042415,0.93580522,,,,
PTTEP,SK,PRPA DEV,PRPA-13,APPRAISAL CUM DEV/DEVELOPMENT,GUNNLOD,JACK UP,48.39918995,2022,NOOP,,,2024-12-14 03:18:18.406 +0000,aem,6792889,23.57,2022-11-13 08:00:00.000 +0800,2022-11-13 20:00:00.000 +0800,2022-12-16 06:30:00.000 +0800,9861122.1,32.375,11.14322415,10.97168597,,,,
PTTEP,SK,PRPA DEV,PRPA-13,APPRAISAL CUM DEV/DEVELOPMENT,GUNNLOD,JACK UP,48.39918995,2022,FWR,,,2024-12-14 03:18:18.406 +0000,aem,6792889,23.57,2022-11-13 08:00:00.000 +0800,2022-11-13 20:00:00.000 +0800,2022-12-16 06:30:00.000 +0800,9861122.1,32.375,11.14322415,10.97168597,,,,
COP,SK,SALAM-3 EXP,SALAM-3,EXPLORATION/APPRAISAL,PERISAI PACIFIC 101,SEMI-SUB,92.70491814,2022,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,11700000,22.1,2022-07-17 15:15:00.000 +0800,2022-07-17 15:15:00.000 +0800,2022-08-11 05:00:00.000 +0800,12651306.67,21.10416603,11.9161938,0.394866732,,,,
COP,SK,SALAM-3 EXP,SALAM-3,EXPLORATION/APPRAISAL,PERISAI PACIFIC 101,SEMI-SUB,92.70491814,2022,FWR,,,2024-12-14 03:18:18.370 +0000,aem,11700000,22.1,2022-07-17 15:15:00.000 +0800,2022-07-17 15:15:00.000 +0800,2022-08-11 05:00:00.000 +0800,12651306.67,21.10416603,11.9161938,0.394866732,,,,
PCSB,PM,SEPAT DEPS DEV APP,SEPAT-10,EXPLORATION/APPRAISAL,ABAN VIII,JACK-UP,63.00000106,2020,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,9018368.66,25.52,2019-11-13 08:00:00.000 +0800,2019-11-16 12:00:00.000 +0800,2020-01-15 20:00:00.000 +0800,8364618.8,26.04166603,21.28,21.28,,,,
PCSB,PM,SEPAT DEPS DEV APP,SEPAT-10,EXPLORATION/APPRAISAL,ABAN VIII,JACK-UP,63.00000106,2020,FWR,,,2024-12-14 03:18:18.370 +0000,aem,9018368.66,25.52,2019-11-13 08:00:00.000 +0800,2019-11-16 12:00:00.000 +0800,2020-01-15 20:00:00.000 +0800,8364618.8,26.04166603,21.28,21.28,,,,
PTTEP,SK,SERENDAH,SNPA-24,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,NOOP,,2014-03-20 00:00:00.000 +0000,2025-06-16 09:16:02.261 +0000,system,6983629,11,2014-04-03 08:30:00.000 +0000,2014-03-31 12:30:00.000 +0000,2014-04-15 02:00:00.000 +0000,4980273,8.4,4.71,4.71,,,,
PTTEP,SK,SERENDAH,SNPA-24,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,FWR,,2014-06-12 00:00:00.000 +0000,2025-06-16 09:16:02.261 +0000,system,6983629,11,2014-04-03 08:30:00.000 +0000,2014-03-31 12:30:00.000 +0000,2014-04-15 02:00:00.000 +0000,4980273,8.4,4.71,4.71,,,,
PTTEP,SK,SERENDAH,SNPA-23,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,NOOP,,2014-03-20 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,7200767,11.3,2014-03-30 00:00:00.000 +0000,2014-03-30 00:00:00.000 +0000,2014-04-19 09:00:00.000 +0000,7170436.4,11.98,1.74,1.74,,,,
PTTEP,SK,SERENDAH,SNPA-23,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,FWR,,2014-06-12 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,7200767,11.3,2014-03-30 00:00:00.000 +0000,2014-03-30 00:00:00.000 +0000,2014-04-19 09:00:00.000 +0000,7170436.4,11.98,1.74,1.74,,,,
PTTEP,SK,SERENDAH,SNPA-14,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,NOOP,,2014-01-27 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,4778514.12,7.1,2014-02-20 00:00:00.000 +0000,2014-02-20 00:00:00.000 +0000,2014-03-24 00:00:00.000 +0000,4829008.71,8.1,0,0,,,,
PTTEP,SK,SERENDAH,SNPA-14,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,FWR,,2014-06-10 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,4778514.12,7.1,2014-02-20 00:00:00.000 +0000,2014-02-20 00:00:00.000 +0000,2014-03-24 00:00:00.000 +0000,4829008.71,8.1,0,0,,,,
MURPHY,SK,SERENDAH,SNPA-12,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,NOOP,,2014-01-27 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,6365614.77,10.38,2014-02-17 02:00:00.000 +0000,2014-02-17 02:00:00.000 +0000,2014-03-17 10:30:00.000 +0000,6821844.49,10.42,5,5,,,,
MURPHY,SK,SERENDAH,SNPA-12,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,FWR,,2014-05-21 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,6365614.77,10.38,2014-02-17 02:00:00.000 +0000,2014-02-17 02:00:00.000 +0000,2014-03-17 10:30:00.000 +0000,6821844.49,10.42,5,5,,,,
MURPHY,SK,SERENDAH,SNPA-11,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,NOOP,,2014-01-27 00:00:00.000 +0000,2025-06-16 09:16:02.261 +0000,system,6205321,8.64,2014-02-15 00:00:00.000 +0000,2014-02-15 00:00:00.000 +0000,2014-03-14 00:00:00.000 +0000,5033156,9.27,5.84,5.84,,,,
MURPHY,SK,SERENDAH,SNPA-11,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,32,2014,FWR,,2014-05-21 00:00:00.000 +0000,2025-06-16 09:16:02.261 +0000,system,6205321,8.64,2014-02-15 00:00:00.000 +0000,2014-02-15 00:00:00.000 +0000,2014-03-14 00:00:00.000 +0000,5033156,9.27,5.84,5.84,,,,
PTTEP,SK,SOUTH ACIS,SASA-02,APPRAISAL CUM DEV/DEVELOPMENT,BORR GUNNLOD,JACK UP,40.85,2022,NOOP,,2021-06-05 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,8126457.28,17.01,2021-07-02 22:00:00.000 +0000,2021-07-02 21:30:00.000 +0000,2021-11-02 12:00:00.000 +0000,17814833.8,55.84,30.15,30.15,,,,
PTTEP,SK,SOUTH ACIS,SASA-02,APPRAISAL CUM DEV/DEVELOPMENT,BORR GUNNLOD,JACK UP,40.85,2022,FWR,,2022-01-07 00:00:00.000 +0000,2025-06-11 16:05:22.388 +0000,system,8126457.28,17.01,2021-07-02 22:00:00.000 +0000,2021-07-02 21:30:00.000 +0000,2021-11-02 12:00:00.000 +0000,17814833.8,55.84,30.15,30.15,,,,
PTTEP,SK,SOUTH ACIS,SAPA-17ST1,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,NOOP,,2018-05-23 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,9395998,25.61,2018-08-18 00:00:00.000 +0000,2018-06-28 00:00:00.000 +0000,2018-10-04 21:30:00.000 +0000,9003088,32.35,6.05,6.05,,,,
PTTEP,SK,SOUTH ACIS,SAPA-17ST1,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,FWR,,2018-11-28 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,9395998,25.61,2018-08-18 00:00:00.000 +0000,2018-06-28 00:00:00.000 +0000,2018-10-04 21:30:00.000 +0000,9003088,32.35,6.05,6.05,,,,
PTTEP,SK,SOUTH ACIS,SAPA-01ST2,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,NOOP,,2018-05-23 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,10144453,27.72,2018-08-26 00:00:00.000 +0000,2018-06-17 05:00:00.000 +0000,2018-09-16 12:00:00.000 +0000,9245456,39.65,8.56,2.84,,,,
PTTEP,SK,SOUTH ACIS,SAPA-01ST2,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,FWR,,2018-11-28 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,10144453,27.72,2018-08-26 00:00:00.000 +0000,2018-06-17 05:00:00.000 +0000,2018-09-16 12:00:00.000 +0000,9245456,39.65,8.56,2.84,,,,
PTTEP,SK,SOUTH ACIS,SAPA-03,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,NOOP,,2018-05-23 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,8088331,18.92,2018-08-08 00:00:00.000 +0000,2018-06-28 00:00:00.000 +0000,2018-09-23 00:00:00.000 +0000,8743457,37.69,6.19,6.19,,,,
PTTEP,SK,SOUTH ACIS,SAPA-03,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,34.8,2018,FWR,,2018-11-29 00:00:00.000 +0000,2025-06-23 16:01:23.599 +0000,system,8088331,18.92,2018-08-08 00:00:00.000 +0000,2018-06-28 00:00:00.000 +0000,2018-09-23 00:00:00.000 +0000,8743457,37.69,6.19,6.19,,,,
PTTEP,SK,SOUTH ACIS,SASA-19,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,40.85,2017,NOOP,,2017-03-16 00:00:00.000 +0000,2025-05-22 18:49:28.724 +0000,system,8309198,20.29,2017-04-15 00:00:00.000 +0000,2017-04-10 00:00:00.000 +0000,2017-05-07 00:00:00.000 +0000,7214455,27.13,1.03,0.92,,,,
PTTEP,SK,SOUTH ACIS,SASA-19,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,40.85,2017,FWR,,2017-05-29 00:00:00.000 +0000,2025-05-22 18:49:28.724 +0000,system,8309198,20.29,2017-04-15 00:00:00.000 +0000,2017-04-10 00:00:00.000 +0000,2017-05-07 00:00:00.000 +0000,7214455,27.13,1.03,0.92,,,,
SEA HIBISCUS,SB,ST JOSEPH F DEV,SJ-609A,APPRAISAL CUM DEV/DEVELOPMENT,PV DRILLING,JACK-UP,34.7472,2020,NOOP,,,2024-12-14 03:18:18.380 +0000,aem,8143421,27,2020-07-07 14:30:00.000 +0800,2020-07-06 20:00:00.000 +0800,2020-09-01 20:00:00.000 +0800,7577725,20.70833397,0.402414487,0.402414487,,,,
SEA HIBISCUS,SB,ST JOSEPH F DEV,SJ-609A,APPRAISAL CUM DEV/DEVELOPMENT,PV DRILLING,JACK-UP,34.7472,2020,FWR,,,2024-12-14 03:18:18.380 +0000,aem,8143421,27,2020-07-07 14:30:00.000 +0800,2020-07-06 20:00:00.000 +0800,2020-09-01 20:00:00.000 +0800,7577725,20.70833397,0.402414487,0.402414487,,,,
SEA HIBISCUS,SB,ST JOSEPH F DEV,SJ-609B,APPRAISAL CUM DEV/DEVELOPMENT,PV DRILLING,JACK-UP,34.7472,2020,NOOP,,,2024-12-14 03:18:18.390 +0000,aem,6253403,14.58,2020-08-03 05:30:00.000 +0800,2020-08-02 08:00:00.000 +0800,2020-09-08 20:00:00.000 +0800,5379411,12.125,2.06185567,2.06185567,,,,
SEA HIBISCUS,SB,ST JOSEPH F DEV,SJ-609B,APPRAISAL CUM DEV/DEVELOPMENT,PV DRILLING,JACK-UP,34.7472,2020,FWR,,,2024-12-14 03:18:18.390 +0000,aem,6253403,14.58,2020-08-03 05:30:00.000 +0800,2020-08-02 08:00:00.000 +0800,2020-09-08 20:00:00.000 +0800,5379411,12.125,2.06185567,2.06185567,,,,
EMEPMI,PM,TABU,TABU-B19 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,NOOP,,2020-03-13 00:00:00.000 +0000,2025-06-03 11:10:01.487 +0000,system,13700000,33,2020-03-30 08:00:00.000 +0000,2020-03-30 00:00:00.000 +0000,2020-07-03 00:00:00.000 +0000,12303000,29.3,3.13,3.13,,,,
EMEPMI,PM,TABU,TABU-B19 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,FWR,,2020-08-28 00:00:00.000 +0000,2025-06-03 11:10:01.487 +0000,system,13700000,33,2020-03-30 08:00:00.000 +0000,2020-03-30 00:00:00.000 +0000,2020-07-03 00:00:00.000 +0000,12303000,29.3,3.13,3.13,,,,
EMEPMI,PM,TABU,TABU-B11 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,NOOP,,2020-02-07 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,10600000,30,2020-04-21 00:00:00.000 +0000,2020-03-19 00:00:00.000 +0000,2020-05-18 12:00:00.000 +0000,11275000,36.5,17.64,17.64,,,,
EMEPMI,PM,TABU,TABU-B11 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,FWR,,2020-07-16 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,10600000,30,2020-04-21 00:00:00.000 +0000,2020-03-19 00:00:00.000 +0000,2020-05-18 12:00:00.000 +0000,11275000,36.5,17.64,17.64,,,,
EMEPMI,PM,TABU,TABU-B23 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,NOOP,,2019-12-19 00:00:00.000 +0000,2025-06-03 11:10:01.487 +0000,system,8500000,23,2020-05-22 17:00:00.000 +0000,2020-05-18 00:00:00.000 +0000,2020-06-08 00:00:00.000 +0000,7405000,21,7.14,6.75,,,,
EMEPMI,PM,TABU,TABU-B23 ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,FWR,,2020-08-05 00:00:00.000 +0000,2025-06-03 11:10:01.487 +0000,system,8500000,23,2020-05-22 17:00:00.000 +0000,2020-05-18 00:00:00.000 +0000,2020-06-08 00:00:00.000 +0000,7405000,21,7.14,6.75,,,,
EMEPMI,PM,TABU,TABU-B08ST2,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,NOOP,,2019-12-19 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,14000000,38,2020-03-14 00:00:00.000 +0000,2020-03-14 15:30:00.000 +0000,2020-08-01 00:00:00.000 +0000,14388000,45.1,3.51,3.51,,,,
EMEPMI,PM,TABU,TABU-B08ST2,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2020,FWR,,2020-09-22 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,14000000,38,2020-03-14 00:00:00.000 +0000,2020-03-14 15:30:00.000 +0000,2020-08-01 00:00:00.000 +0000,14388000,45.1,3.51,3.51,,,,
EMEPMI,PM,TABU,TABU-A11ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2019,NOOP,,2019-07-03 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,6100000,14.5,2019-10-11 00:00:00.000 +0000,2019-10-10 00:00:00.000 +0000,2019-10-24 12:00:00.000 +0000,5083000,13.4,14.15,14.15,,,,
EMEPMI,PM,TABU,TABU-A11ST1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),64,2019,FWR,,2019-12-13 00:00:00.000 +0000,2025-04-30 11:50:26.064 +0000,system,6100000,14.5,2019-10-11 00:00:00.000 +0000,2019-10-10 00:00:00.000 +0000,2019-10-24 12:00:00.000 +0000,5083000,13.4,14.15,14.15,,,,
PCSB,SK,WEST LUTONG A DEV,WEST LUTONG-A13ST2,APPRAISAL CUM DEV/DEVELOPMENT,T-10,PLATFORM TENDER-ASSISTED BARGE TYPE,30.48,2020,NOOP,,,2024-12-14 03:18:18.380 +0000,aem,9926255.83,34.07,2020-02-20 08:00:00.000 +0800,2020-02-14 23:30:00.000 +0800,2020-05-15 02:00:00.000 +0800,8624696.893,37.77083206,13.69600875,12.93436293,,,,
PCSB,SK,WEST LUTONG A DEV,WEST LUTONG-A13ST2,APPRAISAL CUM DEV/DEVELOPMENT,T-10,PLATFORM TENDER-ASSISTED BARGE TYPE,30.48,2020,FWR,,,2024-12-14 03:18:18.380 +0000,aem,9926255.83,34.07,2020-02-20 08:00:00.000 +0800,2020-02-14 23:30:00.000 +0800,2020-05-15 02:00:00.000 +0800,8624696.893,37.77083206,13.69600875,12.93436293,,,,
PCSB,SK,WEST LUTONG A DEV,WEST LUTONG-A08ST3,APPRAISAL CUM DEV/DEVELOPMENT,T-10,PLATFORM TENDER-ASSISTED BARGE TYPE,30.48,2020,NOOP,,,2024-12-14 03:18:18.370 +0000,aem,13892863.88,62.84,2020-02-09 08:00:00.000 +0800,2020-01-30 05:45:00.000 +0800,2020-06-24 18:30:00.000 +0800,14559861.47,70.46875,8.001176644,7.538802661,,,,
PCSB,SK,WEST LUTONG A DEV,WEST LUTONG-A08ST3,APPRAISAL CUM DEV/DEVELOPMENT,T-10,PLATFORM TENDER-ASSISTED BARGE TYPE,30.48,2020,FWR,,,2024-12-14 03:18:18.370 +0000,aem,13892863.88,62.84,2020-02-09 08:00:00.000 +0800,2020-01-30 05:45:00.000 +0800,2020-06-24 18:30:00.000 +0800,14559861.47,70.46875,8.001176644,7.538802661,,,,
PTTEP,PM,WPPB INFILL DEV,WPPB-15/15ST1,APPRAISAL CUM DEV/DEVELOPMENT,GUNNLOD,JACK UP,40.20007181,2022,NOOP,,,2024-12-14 03:18:18.390 +0000,aem,7999172.03,17.44,2022-06-17 08:00:00.000 +0800,2022-06-17 08:00:00.000 +0800,2022-10-10 08:00:00.000 +0800,16026063.62,37.20833206,1.259798432,1.259798432,,,,
